Semester,School,Count,Major,UG New Regular Transfers,UG Continuing Regular Degree,UG Regular Re-admits,UG Continuing SEEK/CD,UG New Nondegree,UG Continuing Nondegree,UG Permit-in,GRAD New Graduate,UG Regular First-time Freshmen,UG SEEK/CD Re-admits,UG Senior Citizens,UG SEEK/CD New Transfers
Fall 2016,Weissman,fte,ECO-BA,0.0,76.0333333333,1.2,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,ENG-BA,0.0,48.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,ENG-BA,0.0,609.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,ENG-BA,0.0,40.6,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,FINMATH-BS,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,FINMATH-BS,0.0,168.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,FINMATH-BS,0.0,11.2,0.0,1.06666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,HIS-BA,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,HIS-BA,0.0,298.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,HIS-BA,0.0,19.8666666667,0.0,0.466666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,JRN-BA,0.0,94.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,JRN-BA,0.0,1173.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,JRN-BA,0.0,78.2,1.2,1.93333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,MHCBCOM-BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,MHCBCOM-BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,MHCBCOM-BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,MHCMSC-BA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,MHCMSC-BA,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,MHCMSC-BA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,MHCMTH-BA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,MHCMTH-BA,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,MHCMTH-BA,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,MSC-BA,0.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,MSC-BA,0.0,637.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,MSC-BA,0.0,42.4666666667,0.0,0.933333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,MTH-BA,0.0,73.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,MTH-BA,0.0,934.0,6.0,47.0,0.0,0.0,0.0,9.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,MTH-BA,0.0,62.2666666667,0.4,3.13333333333,0.0,0.0,0.0,0.6,0.0,0,0.0,0
Fall 2016,Weissman,head_count,PHI-BA,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,PHI-BA,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,PHI-BA,0.0,14.2666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,POL-BA,0.0,54.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,POL-BA,0.0,707.0,12.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,POL-BA,0.0,47.1333333333,0.8,2.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,PSY-BA,0.0,147.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,PSY-BA,0.0,1794.5,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,PSY-BA,0.0,119.633333333,0.0,6.33333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,SOC-BA,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,SOC-BA,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,SOC-BA,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,SPA-BA,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,SPA-BA,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,SPA-BA,0.0,3.73333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,STA-BA,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,STA-BA,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,STA-BA,0.0,4.53333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,head_count,UNDECL-BA,0.0,337.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,credits,UNDECL-BA,0.0,4388.5,27.0,547.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Weissman,fte,UNDECL-BA,0.0,292.566666667,1.8,36.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Public Affairs,head_count,PAF-BS,0.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Public Affairs,credits,PAF-BS,0.0,1022.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Public Affairs,fte,PAF-BS,0.0,68.1333333333,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Non-classified,head_count,NONDG-UG,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0,,0
Fall 2016,Non-classified,credits,NONDG-UG,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Non-classified,fte,NONDG-UG,0.0,0.0,0.0,0.0,38.8666666667,0.0,0.0,0.0,0.0,0,0.0,0
Fall 2016,Non-classified,head_count,PERMIT-UG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0
Fall 2016,Non-classified,credits,PERMIT-UG,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0
Fall 2016,Non-classified,fte,PERMIT-UG,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0.0,0
